,block #,set size,overall stimulus id,image folder,image number,in block stim #,correct action #,correct key#,2/1 correct FB proba,CorrectFB value
52,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,1.0
53,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,1.0
54,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
55,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,1.0
56,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,2.0
57,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,1.0
58,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,1.0
59,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
60,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
61,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,1.0
62,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,1.0
63,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
64,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,2.0
65,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,2.0
66,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,1.0
67,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,2.0
68,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,1.0
69,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
70,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
71,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
72,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,2.0
73,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
74,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
75,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
76,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
77,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,1.0
78,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
79,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
80,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,2.0
81,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
82,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
83,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
84,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
85,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,2.0
86,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
87,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
88,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
89,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
90,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
91,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
92,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
93,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
94,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
95,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
96,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
97,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
98,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
99,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
100,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
101,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
102,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
103,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
104,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
105,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,1.0
106,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
107,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
108,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
109,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
110,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
111,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,1.0
112,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
113,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
114,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
115,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,1.0
116,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
117,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,2.0
118,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
119,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
120,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
121,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
122,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
123,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
124,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
125,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
126,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
127,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
128,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
129,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,1.0
130,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,1.0
131,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
132,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
133,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
134,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
135,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
136,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
137,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
138,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
139,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
140,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,1.0
141,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,2.0
142,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,2.0
143,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,1.0
144,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,2.0
145,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,1.0
146,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,2.0
147,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,1.0
148,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,1.0
149,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,2.0
150,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,2.0
151,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,2.0
152,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,1.0
153,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,1.0
154,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,2.0
155,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,2.0
156,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,1.0
157,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,2.0
158,5.0,2.0,15.0,10.0,6.0,1.0,2.0,13.0,0.8,1.0
159,5.0,2.0,16.0,10.0,5.0,2.0,3.0,14.0,0.2,1.0
160,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,2.0
161,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
162,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
163,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
164,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,1.0
165,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,1.0
166,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
167,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
168,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
169,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
170,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
171,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
172,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
173,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
174,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
175,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
176,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,2.0
177,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
178,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
179,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
180,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
181,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,2.0
182,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,1.0
183,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
184,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
185,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
186,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
187,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
188,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
189,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
190,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
191,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
192,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
193,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
194,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
195,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
196,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
197,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
198,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
199,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
200,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,2.0
201,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
202,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
203,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
204,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,1.0
205,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
206,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
207,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
208,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
209,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
210,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
211,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
212,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
213,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
214,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
215,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
216,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
217,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
218,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
219,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,1.0
220,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
221,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,1.0
222,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
223,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
224,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
225,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
226,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
227,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
228,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
229,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,2.0
230,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
231,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,1.0
232,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
233,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,2.0
234,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
235,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
236,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
237,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
238,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
239,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
240,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
241,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
242,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
243,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
244,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
245,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
246,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
247,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
248,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
249,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
250,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
251,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,1.0
252,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
253,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
254,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
255,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
256,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
257,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
258,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
259,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
260,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
261,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
262,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
263,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
264,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
265,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
266,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
267,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
268,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
269,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
270,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
271,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,2.0
272,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
273,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
274,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
275,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
276,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,2.0
277,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
278,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
279,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
280,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
281,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
282,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
283,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
284,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,1.0
285,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
286,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
287,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
288,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,2.0
289,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
290,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
291,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
292,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
293,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
294,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
295,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
296,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
297,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,2.0
298,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,1.0
299,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
300,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
301,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
302,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
303,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
304,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
305,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
306,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
307,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
308,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
309,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
310,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
311,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
312,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
313,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,2.0
314,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
315,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
316,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
317,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
318,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
319,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
320,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,1.0
321,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
322,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
323,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
324,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
325,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,2.0
326,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
327,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,1.0
328,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
329,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
