,block #,set size,overall stimulus id,image folder,image number,in block stim #,correct action #,correct key#,2/1 correct FB proba,CorrectFB value
117,4.0,5.0,11.0,5.0,2.0,2.0,1.0,15.0,0.8,2.0
118,4.0,5.0,11.0,5.0,2.0,2.0,1.0,15.0,0.8,1.0
119,4.0,5.0,12.0,5.0,1.0,3.0,1.0,15.0,0.5,1.0
120,4.0,5.0,10.0,5.0,6.0,1.0,1.0,15.0,0.2,2.0
121,4.0,5.0,14.0,5.0,4.0,5.0,2.0,13.0,0.5,2.0
122,4.0,5.0,12.0,5.0,1.0,3.0,1.0,15.0,0.5,1.0
123,4.0,5.0,13.0,5.0,5.0,4.0,2.0,13.0,0.8,2.0
124,4.0,5.0,14.0,5.0,4.0,5.0,2.0,13.0,0.5,2.0
125,4.0,5.0,13.0,5.0,5.0,4.0,2.0,13.0,0.8,2.0
126,4.0,5.0,11.0,5.0,2.0,2.0,1.0,15.0,0.8,2.0
127,4.0,5.0,12.0,5.0,1.0,3.0,1.0,15.0,0.5,2.0
128,4.0,5.0,10.0,5.0,6.0,1.0,1.0,15.0,0.2,2.0
129,4.0,5.0,11.0,5.0,2.0,2.0,1.0,15.0,0.8,2.0
130,4.0,5.0,13.0,5.0,5.0,4.0,2.0,13.0,0.8,2.0
131,4.0,5.0,12.0,5.0,1.0,3.0,1.0,15.0,0.5,2.0
132,4.0,5.0,14.0,5.0,4.0,5.0,2.0,13.0,0.5,1.0
133,4.0,5.0,10.0,5.0,6.0,1.0,1.0,15.0,0.2,1.0
134,4.0,5.0,12.0,5.0,1.0,3.0,1.0,15.0,0.5,1.0
135,4.0,5.0,10.0,5.0,6.0,1.0,1.0,15.0,0.2,1.0
136,4.0,5.0,13.0,5.0,5.0,4.0,2.0,13.0,0.8,2.0
137,4.0,5.0,14.0,5.0,4.0,5.0,2.0,13.0,0.5,2.0
138,4.0,5.0,12.0,5.0,1.0,3.0,1.0,15.0,0.5,1.0
139,4.0,5.0,11.0,5.0,2.0,2.0,1.0,15.0,0.8,1.0
140,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,2.0
141,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,2.0
142,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,1.0
143,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,1.0
144,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,2.0
145,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,2.0
146,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,1.0
147,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,1.0
148,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,2.0
149,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,2.0
150,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,1.0
151,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,2.0
152,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,1.0
153,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,2.0
154,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,1.0
155,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,2.0
156,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,2.0
157,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,1.0
158,6.0,2.0,17.0,10.0,5.0,1.0,2.0,13.0,0.2,1.0
159,6.0,2.0,18.0,10.0,6.0,2.0,3.0,14.0,0.8,1.0
160,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
161,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,2.0
162,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,1.0
163,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,2.0
164,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,1.0
165,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,1.0
166,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,2.0
167,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,2.0
168,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,1.0
169,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,1.0
170,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,1.0
171,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,2.0
172,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,1.0
173,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,2.0
174,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,1.0
175,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
176,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,1.0
177,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,2.0
178,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
179,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,1.0
180,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,2.0
181,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,2.0
182,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,2.0
183,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
184,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,2.0
185,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,1.0
186,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
187,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,2.0
188,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,1.0
189,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,2.0
190,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,2.0
191,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,1.0
192,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,1.0
193,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,2.0
194,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,1.0
195,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
196,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,2.0
197,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,2.0
198,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,2.0
199,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,2.0
200,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,2.0
201,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,1.0
202,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,1.0
203,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
204,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,1.0
205,7.0,5.0,22.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
206,7.0,5.0,21.0,17.0,6.0,3.0,3.0,14.0,0.5,1.0
207,7.0,5.0,19.0,17.0,4.0,1.0,1.0,15.0,0.2,2.0
208,7.0,5.0,20.0,17.0,3.0,2.0,2.0,13.0,0.5,1.0
209,7.0,5.0,23.0,17.0,1.0,5.0,3.0,14.0,0.8,2.0
210,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,1.0
211,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,1.0
212,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,1.0
213,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,2.0
214,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,2.0
215,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,1.0
216,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,2.0
217,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,1.0
218,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,1.0
219,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,2.0
220,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,1.0
221,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,2.0
222,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,1.0
223,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,1.0
224,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,2.0
225,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,1.0
226,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,2.0
227,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,2.0
228,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,2.0
229,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,2.0
230,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,1.0
231,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,2.0
232,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,2.0
233,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,1.0
234,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,1.0
235,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,2.0
236,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,2.0
237,8.0,3.0,25.0,11.0,1.0,2.0,2.0,13.0,0.2,1.0
238,8.0,3.0,24.0,11.0,3.0,1.0,2.0,13.0,0.5,1.0
239,8.0,3.0,26.0,11.0,2.0,3.0,3.0,14.0,0.8,1.0
240,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,2.0
241,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,2.0
242,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,1.0
243,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,2.0
244,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,1.0
245,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,1.0
246,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,1.0
247,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,2.0
248,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,1.0
249,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,2.0
250,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,2.0
251,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,1.0
252,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,1.0
253,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,1.0
254,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,1.0
255,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,2.0
256,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,2.0
257,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,1.0
258,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,2.0
259,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,1.0
260,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,2.0
261,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,2.0
262,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,2.0
263,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,1.0
264,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,2.0
265,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,1.0
266,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,1.0
267,9.0,3.0,29.0,7.0,1.0,3.0,3.0,14.0,0.2,2.0
268,9.0,3.0,28.0,7.0,2.0,2.0,2.0,13.0,0.8,2.0
269,9.0,3.0,27.0,7.0,5.0,1.0,1.0,15.0,0.5,1.0
270,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,1.0
271,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,2.0
272,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,2.0
273,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,2.0
274,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,1.0
275,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,2.0
276,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,1.0
277,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,2.0
278,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,1.0
279,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,1.0
280,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,1.0
281,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,1.0
282,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,1.0
283,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,2.0
284,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,1.0
285,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,2.0
286,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,1.0
287,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,1.0
288,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,2.0
289,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,1.0
290,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,1.0
291,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,1.0
292,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,2.0
293,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,2.0
294,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,2.0
295,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,2.0
296,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,1.0
297,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,2.0
298,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,1.0
299,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,1.0
300,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,1.0
301,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,1.0
302,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,1.0
303,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,2.0
304,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,2.0
305,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,1.0
306,11.0,4.0,33.0,13.0,5.0,2.0,2.0,13.0,0.5,2.0
307,11.0,4.0,34.0,13.0,1.0,3.0,2.0,13.0,0.2,1.0
308,11.0,4.0,32.0,13.0,4.0,1.0,1.0,15.0,0.8,2.0
309,11.0,4.0,35.0,13.0,2.0,4.0,3.0,14.0,0.2,1.0
310,12.0,5.0,40.0,18.0,6.0,5.0,3.0,14.0,0.2,1.0
311,12.0,5.0,39.0,18.0,4.0,4.0,3.0,14.0,0.8,2.0
312,12.0,5.0,37.0,18.0,1.0,2.0,1.0,15.0,0.2,1.0
313,12.0,5.0,40.0,18.0,6.0,5.0,3.0,14.0,0.2,1.0
314,12.0,5.0,37.0,18.0,1.0,2.0,1.0,15.0,0.2,1.0
315,12.0,5.0,38.0,18.0,3.0,3.0,2.0,13.0,0.8,2.0
316,12.0,5.0,36.0,18.0,2.0,1.0,1.0,15.0,0.5,1.0
317,12.0,5.0,40.0,18.0,6.0,5.0,3.0,14.0,0.2,1.0
318,12.0,5.0,36.0,18.0,2.0,1.0,1.0,15.0,0.5,2.0
319,12.0,5.0,39.0,18.0,4.0,4.0,3.0,14.0,0.8,2.0
320,12.0,5.0,39.0,18.0,4.0,4.0,3.0,14.0,0.8,2.0
321,12.0,5.0,40.0,18.0,6.0,5.0,3.0,14.0,0.2,1.0
322,12.0,5.0,38.0,18.0,3.0,3.0,2.0,13.0,0.8,1.0
323,12.0,5.0,37.0,18.0,1.0,2.0,1.0,15.0,0.2,1.0
324,12.0,5.0,37.0,18.0,1.0,2.0,1.0,15.0,0.2,1.0
325,12.0,5.0,38.0,18.0,3.0,3.0,2.0,13.0,0.8,2.0
326,12.0,5.0,40.0,18.0,6.0,5.0,3.0,14.0,0.2,1.0
327,12.0,5.0,36.0,18.0,2.0,1.0,1.0,15.0,0.5,1.0
328,12.0,5.0,36.0,18.0,2.0,1.0,1.0,15.0,0.5,1.0
329,12.0,5.0,39.0,18.0,4.0,4.0,3.0,14.0,0.8,2.0
